respondent_id,age_bin,gender,group_size,backpacking,training,fitness,footwear,pack_weight_bin,pack_weight_body_weight_bin,mi_day_bin,dificulty,whitney
3520438140,Under 30,Female,Solo,21 to 50,Over 16,Sig. above avg.,Trail runners,30 to 35,20 to 24%,20 and up,Somewhat,Attempted
3520197466,50 to 59,Female,Solo,21 to 50,2 to 4,Average,Trail runners,35 to 40,20 to 24%,12 to 14,Somewhat,Summited
3528967496,40 to 49,Male,Group of 2+,51 to 100,5 to 8,Average,Trail runners,40 to 45,24 to 28%,14 to 16,Somewhat,Not planned
3531666659,40 to 49,Male,Solo,21 to 50,Over 16,Above avg.,Boots,45 to 50,24 to 28%,16 to 18,Minimally,Summited
3529204024,40 to 49,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,Under 8,Somewhat,Not planned
3527953849,Under 30,Female,Group of 2+,11 to 20,5 to 8,Average,Trail runners,35 to 40,24 to 28%,14 to 16,Fairly,Summited
3522194075,30 to 39,Female,Group of 2+,Over 100,5 to 8,Above avg.,Boots,35 to 40,24 to 28%,16 to 18,Minimally,Not planned
3529082565,Under 30,Male,Group of 2+,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,10 to 12,Very,Not planned
3524693091,Under 30,Male,Group of 2+,Under 5,2 to 4,Below avg.,Boots,35 to 40,24 to 28%,12 to 14,Fairly,Summited
3526980326,50 to 59,Male,Group of 2+,51 to 100,9 to 16,Average,Boots,50 to 55,24 to 28%,12 to 14,Fairly,Summited
3520149264,60 and up,Male,Solo,51 to 100,9 to 16,Sig. above avg.,Hiking shoes,35 to 40,24 to 28%,12 to 14,Somewhat,Summited
3665827062,50 to 59,Female,Group of 2+,51 to 100,Over 16,Average,Boots,55 and up,24 to 28%,8 to 10,Minimally,Not planned
3542708588,60 and up,Male,Group of 2+,Over 100,9 to 16,Above avg.,Trail runners,40 to 45,24 to 28%,8 to 10,Somewhat,Not planned
3532172997,60 and up,Male,Solo,Over 100,5 to 8,Below avg.,Boots,40 to 45,24 to 28%,8 to 10,Fairly,Attempted
3545737549,50 to 59,Male,Group of 2+,6 to 10,5 to 8,Sig. above avg.,Boots,35 to 40,24 to 28%,8 to 10,Minimally,Summited
3527192869,Under 30,Female,Solo,Under 5,5 to 8,Average,Boots,35 to 40,24 to 28%,16 to 18,Somewhat,Summited
3523773474,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,35 to 40,24 to 28%,12 to 14,Somewhat,Not planned
3527831977,30 to 39,Female,Mix of group/solo,21 to 50,2 to 4,Below avg.,Hiking shoes,35 to 40,24 to 28%,10 to 12,Fairly,Summited
3527678313,40 to 49,Female,Group of 2+,Under 5,5 to 8,Above avg.,Trail runners,30 to 35,24 to 28%,10 to 12,Minimally,Summited
3529057560,40 to 49,Male,Mix of group/solo,21 to 50,2 to 4,Above avg.,Boots,40 to 45,24 to 28%,10 to 12,Somewhat,Summited
3522547922,Under 30,Female,Group of 2+,21 to 50,2 to 4,Average,Boots,35 to 40,24 to 28%,8 to 10,Fairly,Summited
3520196490,30 to 39,Female,Solo,51 to 100,Under 2,Below avg.,Hiking shoes,35 to 40,24 to 28%,10 to 12,Fairly,Not planned
3529123546,30 to 39,Male,Mix of group/solo,21 to 50,9 to 16,Above avg.,Boots,35 to 40,24 to 28%,14 to 16,Fairly,Summited
3520204995,50 to 59,Male,Group of 2+,51 to 100,5 to 8,Above avg.,Boots,40 to 45,24 to 28%,10 to 12,Fairly,Summited
3541804520,30 to 39,Male,Solo,21 to 50,Under 2,Average,Trail runners,45 to 50,24 to 28%,14 to 16,Somewhat,Summited
3632625959,30 to 39,Female,Group of 2+,11 to 20,Under 2,Above avg.,Boots,30 to 35,24 to 28%,10 to 12,Somewhat,Not planned
3522837133,60 and up,Female,Group of 2+,51 to 100,5 to 8,Above avg.,Boots,35 to 40,24 to 28%,10 to 12,Somewhat,Summited
3520075008,Under 30,Male,Mix of group/solo,11 to 20,2 to 4,Average,Trail runners,35 to 40,24 to 28%,12 to 14,Fairly,Attempted
3542769122,Under 30,Male,Solo,21 to 50,Under 2,Below avg.,Boots,35 to 40,24 to 28%,12 to 14,Very,Attempted
3520417033,50 to 59,Male,Group of 2+,11 to 20,9 to 16,Average,Trail runners,45 to 50,24 to 28%,10 to 12,Very,Summited
3520198346,Under 30,Male,Group of 2+,51 to 100,5 to 8,Sig. above avg.,Trail runners,25 to 30,24 to 28%,16 to 18,Somewhat,Summited
3550160475,60 and up,Female,Solo,Over 100,9 to 16,Above avg.,Boots,30 to 35,24 to 28%,10 to 12,Somewhat,Not planned
3527259876,50 to 59,Female,Group of 2+,6 to 10,5 to 8,Above avg.,Boots,35 to 40,24 to 28%,10 to 12,Minimally,Summited
3528194825,40 to 49,Female,Group of 2+,Under 5,Under 2,Average,Boots,35 to 40,24 to 28%,Under 8,Minimally,Not planned
3519974778,50 to 59,Female,Group of 2+,Over 100,9 to 16,Above avg.,Boots,35 to 40,24 to 28%,12 to 14,Very,Summited
3527838044,Under 30,Male,Mix of group/solo,6 to 10,5 to 8,Average,Boots,40 to 45,24 to 28%,10 to 12,Minimally,Summited
3520503834,50 to 59,Male,Group of 2+,Under 5,5 to 8,Average,Boots,45 to 50,24 to 28%,12 to 14,Minimally,Not planned
3527376464,50 to 59,Male,Solo,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,12 to 14,Somewhat,Not planned
3520941360,50 to 59,Male,Solo,Under 5,Under 2,Average,"Vibrams, sandals, none",55 and up,24 to 28%,8 to 10,Fairly,Not planned
3572479191,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Average,Hiking shoes,30 to 35,24 to 28%,10 to 12,Fairly,Not planned
3560954303,30 to 39,Female,Group of 2+,21 to 50,Under 2,Above avg.,Hiking shoes,35 to 40,24 to 28%,10 to 12,Somewhat,Not planned
3527051990,40 to 49,Male,Group of 2+,21 to 50,Under 2,Average,Boots,40 to 45,24 to 28%,10 to 12,Fairly,Not planned
3520054113,50 to 59,Male,Group of 2+,11 to 20,2 to 4,Average,Trail runners,45 to 50,24 to 28%,10 to 12,Minimally,Summited
3519904400,60 and up,Male,Mix of group/solo,51 to 100,5 to 8,Average,Boots,35 to 40,24 to 28%,12 to 14,Very,Not planned
3520493828,50 to 59,Male,Group of 2+,51 to 100,9 to 16,Above avg.,Trail runners,35 to 40,24 to 28%,12 to 14,Somewhat,Not planned
3520143505,50 to 59,Female,Group of 2+,6 to 10,Under 2,Average,Boots,35 to 40,24 to 28%,12 to 14,Very,Summited
3528593639,30 to 39,Female,Solo,51 to 100,Over 16,Above avg.,Hiking shoes,30 to 35,24 to 28%,12 to 14,Minimally,Summited
3520124833,40 to 49,Male,Group of 2+,Over 100,9 to 16,Above avg.,Boots,45 to 50,24 to 28%,12 to 14,Fairly,Attempted
3525190578,Under 30,Female,Group of 2+,Over 100,5 to 8,Below avg.,Trail runners,35 to 40,24 to 28%,14 to 16,Fairly,Summited
3545625381,40 to 49,Male,Solo,51 to 100,9 to 16,Above avg.,Trail runners,35 to 40,24 to 28%,14 to 16,Fairly,Not planned
3530413299,Under 30,Male,Group of 2+,11 to 20,5 to 8,Average,Boots,40 to 45,24 to 28%,14 to 16,Somewhat,Attempted
3521150132,Under 30,Male,Solo,51 to 100,Under 2,Below avg.,Boots,50 to 55,24 to 28%,14 to 16,Somewhat,Summited
3520119403,40 to 49,Female,Solo,6 to 10,9 to 16,Above avg.,Hiking shoes,30 to 35,24 to 28%,16 to 18,Fairly,Summited
3527644780,30 to 39,Female,Solo,51 to 100,Over 16,Above avg.,Trail runners,35 to 40,24 to 28%,18 to 20,Somewhat,Attempted
3522821697,40 to 49,Male,Solo,21 to 50,9 to 16,Average,Hiking shoes,55 and up,24 to 28%,10 to 12,Minimally,Attempted
3664967626,30 to 39,Male,Group of 2+,Under 5,Over 16,Above avg.,Boots,45 to 50,24 to 28%,12 to 14,Fairly,Summited
3646566992,60 and up,Male,Solo,Over 100,9 to 16,Above avg.,Hiking shoes,45 to 50,24 to 28%,12 to 14,Somewhat,Not planned
3679443957,60 and up,Female,Group of 2+,Over 100,2 to 4,Above avg.,Boots,40 to 45,24 to 28%,8 to 10,Somewhat,Not planned
3519931318,30 to 39,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Trail runners,35 to 40,24 to 28%,12 to 14,Somewhat,Summited
3520013307,40 to 49,Female,Mix of group/solo,Under 5,Over 16,Average,Hiking shoes,25 to 30,24 to 28%,10 to 12,Fairly,Summited
3527472957,Under 30,Male,Mix of group/solo,6 to 10,5 to 8,Below avg.,Hiking shoes,50 to 55,24 to 28%,10 to 12,Somewhat,Summited
3661745241,30 to 39,Female,Group of 2+,51 to 100,5 to 8,Average,Trail runners,45 to 50,24 to 28%,12 to 14,Minimally,Attempted
3528851928,50 to 59,Female,Solo,Over 100,2 to 4,Average,Boots,35 to 40,24 to 28%,8 to 10,Fairly,Not planned
3520236668,50 to 59,Female,Group of 2+,6 to 10,2 to 4,Above avg.,Trail runners,30 to 35,24 to 28%,12 to 14,Somewhat,Summited
3578277191,60 and up,Female,Group of 2+,6 to 10,Over 16,Above avg.,Boots,30 to 35,24 to 28%,10 to 12,Minimally,Not planned
3520413589,50 to 59,Male,Group of 2+,51 to 100,2 to 4,Above avg.,Hiking shoes,45 to 50,24 to 28%,8 to 10,Fairly,Summited
3526331793,60 and up,Male,Group of 2+,Over 100,9 to 16,Average,Boots,45 to 50,24 to 28%,10 to 12,Fairly,Summited
3522441190,30 to 39,Male,Group of 2+,11 to 20,Under 2,Below avg.,Hiking shoes,45 to 50,24 to 28%,12 to 14,Very,Attempted
3674362373,30 to 39,Female,Solo,11 to 20,5 to 8,Average,Trail runners,30 to 35,24 to 28%,12 to 14,Fairly,Attempted
3527044779,60 and up,Male,Group of 2+,Under 5,9 to 16,Above avg.,Boots,40 to 45,24 to 28%,10 to 12,Very,Not planned
3527882904,50 to 59,Male,Group of 2+,21 to 50,Over 16,Above avg.,Boots,40 to 45,24 to 28%,10 to 12,Fairly,Summited
3521994336,Under 30,Male,Mix of group/solo,21 to 50,5 to 8,Above avg.,Hiking shoes,40 to 45,24 to 28%,18 to 20,Somewhat,Summited
3520301401,Under 30,Male,Group of 2+,6 to 10,5 to 8,Average,Trail runners,35 to 40,24 to 28%,10 to 12,Fairly,Not planned
3528467506,Under 30,Female,Group of 2+,Under 5,5 to 8,Average,Trail runners,35 to 40,24 to 28%,12 to 14,Minimally,Summited
3527336638,Under 30,Male,Solo,6 to 10,Under 2,Below avg.,Boots,45 to 50,24 to 28%,10 to 12,Somewhat,Summited
3529128404,30 to 39,Female,Mix of group/solo,51 to 100,2 to 4,Average,Trail runners,40 to 45,24 to 28%,20 and up,Fairly,Not planned
3529075815,50 to 59,Male,Solo,Under 5,2 to 4,Below avg.,Boots,35 to 40,24 to 28%,8 to 10,Fairly,Not planned
3520429274,50 to 59,Male,Group of 2+,21 to 50,5 to 8,Average,Hiking shoes,30 to 35,24 to 28%,10 to 12,Minimally,Not planned
3531254894,50 to 59,Female,Group of 2+,11 to 20,5 to 8,Average,Hiking shoes,30 to 35,24 to 28%,10 to 12,Minimally,Summited
3661853300,30 to 39,Female,Group of 2+,21 to 50,2 to 4,Below avg.,Boots,40 to 45,24 to 28%,14 to 16,Death march,Summited
3520059231,60 and up,Male,Mix of group/solo,Under 5,5 to 8,Average,Boots,40 to 45,24 to 28%,10 to 12,Very,Summited
3541999508,30 to 39,Male,Mix of group/solo,Under 5,5 to 8,Above avg.,Boots,45 to 50,24 to 28%,14 to 16,Fairly,Summited
3605195319,50 to 59,Male,Group of 2+,21 to 50,9 to 16,Average,Boots,50 to 55,24 to 28%,10 to 12,Very,Summited
3519951487,50 to 59,Female,Group of 2+,Over 100,Over 16,Sig. above avg.,Boots,35 to 40,24 to 28%,Under 8,Fairly,Not planned
3519944378,60 and up,Female,Group of 2+,51 to 100,5 to 8,Above avg.,Hiking shoes,35 to 40,24 to 28%,8 to 10,Fairly,Not planned
3541731710,30 to 39,Female,Group of 2+,6 to 10,9 to 16,Above avg.,Boots,35 to 40,24 to 28%,10 to 12,Not at all,Not planned
3520083322,Under 30,Male,Mix of group/solo,Under 5,9 to 16,Below avg.,Boots,35 to 40,24 to 28%,12 to 14,Very,Not planned
3560953678,40 to 49,Male,Group of 2+,6 to 10,5 to 8,Average,Hiking shoes,40 to 45,24 to 28%,Under 8,Minimally,Not planned
3521415045,40 to 49,Female,Group of 2+,51 to 100,2 to 4,Average,Hiking shoes,35 to 40,24 to 28%,12 to 14,Fairly,Summited
3527386343,Under 30,Female,Group of 2+,51 to 100,Under 2,Average,Boots,35 to 40,24 to 28%,14 to 16,Fairly,Summited
3522862763,30 to 39,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Hiking shoes,35 to 40,24 to 28%,12 to 14,Somewhat,Not planned
3661461660,40 to 49,Female,Group of 2+,11 to 20,2 to 4,Average,Boots,40 to 45,24 to 28%,10 to 12,Fairly,Not planned
3528935960,50 to 59,Female,Group of 2+,Over 100,5 to 8,Sig. above avg.,Boots,40 to 45,24 to 28%,12 to 14,Somewhat,Summited
3545921338,30 to 39,Male,Group of 2+,21 to 50,5 to 8,Average,Boots,50 to 55,24 to 28%,12 to 14,Somewhat,Summited
3542651622,40 to 49,Male,Group of 2+,11 to 20,5 to 8,Average,Boots,50 to 55,24 to 28%,14 to 16,Minimally,Summited
3536491900,40 to 49,Female,Mix of group/solo,11 to 20,2 to 4,Above avg.,Trail runners,30 to 35,24 to 28%,12 to 14,Somewhat,Summited
3527802310,30 to 39,Female,Group of 2+,Under 5,Under 2,Below avg.,Boots,45 to 50,24 to 28%,10 to 12,Very,Summited
3528997623,Under 30,Male,Group of 2+,6 to 10,9 to 16,Below avg.,Boots,45 to 50,24 to 28%,12 to 14,Minimally,Summited
3631437281,50 to 59,Male,Group of 2+,21 to 50,9 to 16,Above avg.,Boots,45 to 50,24 to 28%,10 to 12,Somewhat,Summited
3520307824,40 to 49,Female,Group of 2+,6 to 10,5 to 8,Above avg.,Boots,40 to 45,24 to 28%,8 to 10,Very,Not planned
3521175438,40 to 49,Female,Group of 2+,51 to 100,5 to 8,Average,Hiking shoes,30 to 35,24 to 28%,10 to 12,Fairly,Not planned
3544455567,60 and up,Male,Mix of group/solo,Over 100,Over 16,Above avg.,Hiking shoes,55 and up,24 to 28%,12 to 14,Minimally,Summited
3519938101,30 to 39,Female,Group of 2+,6 to 10,5 to 8,Above avg.,Hiking shoes,35 to 40,24 to 28%,12 to 14,Minimally,Not planned
3572978078,Under 30,Male,Group of 2+,Under 5,5 to 8,Above avg.,Boots,45 to 50,24 to 28%,18 to 20,Fairly,Summited
3527281703,50 to 59,Female,Group of 2+,11 to 20,Over 16,Sig. above avg.,Trail runners,40 to 45,24 to 28%,8 to 10,Minimally,Not planned
3527811851,30 to 39,Female,Mix of group/solo,11 to 20,9 to 16,Average,Boots,30 to 35,24 to 28%,12 to 14,Very,Not planned
3520859142,60 and up,Male,Group of 2+,21 to 50,9 to 16,Sig. above avg.,Hiking shoes,45 to 50,24 to 28%,10 to 12,Minimally,Summited
3544731772,50 to 59,Female,Group of 2+,Over 100,9 to 16,Above avg.,Hiking shoes,40 to 45,24 to 28%,14 to 16,Minimally,Summited
3520152438,60 and up,Male,Group of 2+,51 to 100,5 to 8,Sig. above avg.,Boots,50 to 55,24 to 28%,10 to 12,Somewhat,Summited
3663865916,40 to 49,Female,Solo,51 to 100,5 to 8,Average,Boots,35 to 40,24 to 28%,10 to 12,Somewhat,Attempted
3528655089,40 to 49,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,12 to 14,Fairly,Summited
3520194981,30 to 39,Female,Group of 2+,6 to 10,9 to 16,Average,Boots,55 and up,24 to 28%,14 to 16,Somewhat,Attempted
3525246704,40 to 49,Male,Solo,11 to 20,Under 2,Below avg.,Hiking shoes,55 and up,24 to 28%,10 to 12,Fairly,Summited
3528914819,30 to 39,Female,Solo,11 to 20,5 to 8,Above avg.,Hiking shoes,30 to 35,24 to 28%,10 to 12,Fairly,Summited
3542731595,40 to 49,Female,Group of 2+,Under 5,2 to 4,Below avg.,Trail runners,40 to 45,24 to 28%,Under 8,Somewhat,Not planned
3570807718,50 to 59,Male,Group of 2+,11 to 20,2 to 4,Average,Hiking shoes,40 to 45,24 to 28%,10 to 12,Minimally,Summited
3528382867,60 and up,Male,Group of 2+,Under 5,9 to 16,Sig. above avg.,Boots,50 to 55,24 to 28%,10 to 12,Fairly,Summited
3626008488,50 to 59,Female,Group of 2+,11 to 20,9 to 16,Average,Hiking shoes,30 to 35,24 to 28%,8 to 10,Somewhat,Not planned
3534080907,30 to 39,Male,Group of 2+,11 to 20,9 to 16,Average,Hiking shoes,40 to 45,24 to 28%,10 to 12,Fairly,Not planned
3529272694,40 to 49,Female,Mix of group/solo,21 to 50,5 to 8,Average,Boots,40 to 45,24 to 28%,10 to 12,Somewhat,Attempted
3519902154,Under 30,Male,Group of 2+,6 to 10,5 to 8,Average,Trail runners,40 to 45,24 to 28%,12 to 14,Somewhat,Summited
3527826880,Under 30,Male,Group of 2+,Under 5,Under 2,Out of shape,Boots,30 to 35,24 to 28%,10 to 12,Fairly,Summited
3572026086,40 to 49,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,12 to 14,Somewhat,Not planned
3522593631,Under 30,Male,Mix of group/solo,51 to 100,Over 16,Above avg.,Boots,45 to 50,24 to 28%,12 to 14,Fairly,Summited
3541949766,30 to 39,Male,Group of 2+,11 to 20,2 to 4,Below avg.,Boots,40 to 45,24 to 28%,Under 8,Somewhat,Not planned
3542317426,30 to 39,Female,Group of 2+,Over 100,9 to 16,Average,Hiking shoes,40 to 45,24 to 28%,12 to 14,Somewhat,Summited
3570863585,Under 30,Male,Group of 2+,Over 100,5 to 8,Average,Hiking shoes,45 to 50,24 to 28%,12 to 14,Fairly,Summited
3554191241,50 to 59,Female,Group of 2+,Over 100,9 to 16,Above avg.,Hiking shoes,30 to 35,24 to 28%,18 to 20,Minimally,Not planned
3532351089,40 to 49,Female,Group of 2+,21 to 50,5 to 8,Average,Trail runners,40 to 45,24 to 28%,12 to 14,Somewhat,Summited
3571577863,50 to 59,Female,Group of 2+,51 to 100,2 to 4,Above avg.,"Vibrams, sandals, none",35 to 40,24 to 28%,Under 8,Somewhat,Not planned
3631492646,50 to 59,Female,Group of 2+,6 to 10,2 to 4,Above avg.,Boots,35 to 40,24 to 28%,10 to 12,Very,Attempted
3527696654,50 to 59,Female,Group of 2+,51 to 100,9 to 16,Average,Boots,55 and up,24 to 28%,Under 8,Fairly,Not planned
3520155180,60 and up,Female,Solo,Over 100,9 to 16,Average,Boots,35 to 40,24 to 28%,12 to 14,Minimally,Attempted
3520361587,60 and up,Female,Solo,21 to 50,Under 2,Average,Hiking shoes,40 to 45,24 to 28%,Under 8,Very,Not planned
3523163622,40 to 49,Female,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,35 to 40,24 to 28%,10 to 12,Minimally,Summited
3527075002,40 to 49,Male,Mix of group/solo,51 to 100,9 to 16,Above avg.,Hiking shoes,50 to 55,24 to 28%,12 to 14,Somewhat,Summited
3527672515,60 and up,Female,Group of 2+,51 to 100,5 to 8,Sig. above avg.,Boots,35 to 40,24 to 28%,8 to 10,Fairly,Summited
3523805865,60 and up,Male,Group of 2+,51 to 100,9 to 16,Sig. above avg.,Boots,45 to 50,24 to 28%,10 to 12,Fairly,Not planned
3520083230,30 to 39,Male,Group of 2+,21 to 50,5 to 8,Sig. above avg.,Boots,50 to 55,24 to 28%,10 to 12,Somewhat,Not planned
3520992563,30 to 39,Male,Group of 2+,Over 100,5 to 8,Above avg.,Boots,45 to 50,24 to 28%,12 to 14,Fairly,Summited
3519943711,50 to 59,Male,Group of 2+,Over 100,5 to 8,Above avg.,Boots,45 to 50,24 to 28%,14 to 16,Minimally,Summited
3661463756,Under 30,Male,Group of 2+,21 to 50,5 to 8,Average,Trail runners,50 to 55,24 to 28%,12 to 14,Somewhat,Summited
3646544497,Under 30,Male,Group of 2+,21 to 50,5 to 8,Average,Boots,45 to 50,24 to 28%,12 to 14,Somewhat,Not planned
3574024541,40 to 49,Female,Mix of group/solo,21 to 50,9 to 16,Sig. above avg.,Hiking shoes,45 to 50,24 to 28%,14 to 16,Not at all,Not planned
3519903770,30 to 39,Female,Group of 2+,11 to 20,2 to 4,Average,Hiking shoes,35 to 40,24 to 28%,12 to 14,Fairly,Summited
3529165455,50 to 59,Female,Mix of group/solo,11 to 20,9 to 16,Above avg.,Boots,35 to 40,24 to 28%,14 to 16,Somewhat,Summited
3543970853,Under 30,Male,Group of 2+,Under 5,Under 2,Out of shape,Boots,50 to 55,24 to 28%,14 to 16,Very,Attempted
3521249796,Under 30,Male,Group of 2+,21 to 50,5 to 8,Above avg.,Boots,50 to 55,24 to 28%,10 to 12,Fairly,Summited
3521097192,40 to 49,Male,Group of 2+,Under 5,Under 2,Below avg.,Hiking shoes,45 to 50,24 to 28%,Under 8,Fairly,Not planned
3520168414,30 to 39,Male,Group of 2+,11 to 20,5 to 8,Average,"Vibrams, sandals, none",45 to 50,24 to 28%,10 to 12,Somewhat,Not planned
3533919485,60 and up,Male,Group of 2+,11 to 20,9 to 16,Sig. above avg.,Boots,45 to 50,24 to 28%,10 to 12,Somewhat,Summited
3522431822,60 and up,Male,Solo,21 to 50,5 to 8,Decline to state,Hiking shoes,35 to 40,24 to 28%,Under 8,Very,Not planned
3528007001,40 to 49,Female,Group of 2+,21 to 50,9 to 16,Average,Trail runners,40 to 45,24 to 28%,8 to 10,Minimally,Not planned
3574943514,30 to 39,Female,Group of 2+,Over 100,5 to 8,Average,Boots,40 to 45,24 to 28%,12 to 14,Somewhat,Summited
3520090448,60 and up,Male,Mix of group/solo,21 to 50,9 to 16,Above avg.,Boots,55 and up,24 to 28%,10 to 12,Minimally,Summited
3520072366,Under 30,Male,Solo,6 to 10,5 to 8,Sig. above avg.,Hiking shoes,55 and up,24 to 28%,18 to 20,Fairly,Summited
3527121595,50 to 59,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,35 to 40,24 to 28%,14 to 16,Fairly,Summited
3669625781,50 to 59,Male,Solo,21 to 50,Over 16,Sig. above avg.,Boots,45 to 50,24 to 28%,20 and up,Fairly,Summited
3519912206,60 and up,Male,Group of 2+,51 to 100,5 to 8,Sig. above avg.,Boots,45 to 50,24 to 28%,10 to 12,Not at all,Attempted
3573002476,Under 30,Female,Group of 2+,Under 5,2 to 4,Below avg.,Boots,50 to 55,24 to 28%,12 to 14,Very,Attempted
3522005863,Under 30,Male,Mix of group/solo,21 to 50,2 to 4,Above avg.,Boots,50 to 55,24 to 28%,14 to 16,Somewhat,Attempted
3520023268,Under 30,Female,Solo,Over 100,5 to 8,Average,Boots,35 to 40,24 to 28%,16 to 18,Somewhat,Summited
3527069366,30 to 39,Female,Group of 2+,21 to 50,2 to 4,Average,Boots,35 to 40,24 to 28%,12 to 14,Fairly,Not planned
3668179206,Under 30,Male,Group of 2+,Under 5,5 to 8,Average,Boots,50 to 55,24 to 28%,8 to 10,Somewhat,Summited
3520121342,60 and up,Male,Mix of group/solo,Over 100,Over 16,Sig. above avg.,Boots,40 to 45,24 to 28%,10 to 12,Somewhat,Summited
3520498058,Under 30,Female,Group of 2+,Over 100,5 to 8,Average,Boots,50 to 55,24 to 28%,10 to 12,Fairly,Summited
3522978790,30 to 39,Male,Solo,6 to 10,Under 2,Below avg.,Boots,50 to 55,24 to 28%,10 to 12,Very,Summited
3546160184,Under 30,Male,Group of 2+,51 to 100,Under 2,Below avg.,Boots,40 to 45,24 to 28%,14 to 16,Fairly,Summited
3522045422,Under 30,Female,Group of 2+,51 to 100,2 to 4,Average,Trail runners,45 to 50,24 to 28%,14 to 16,Fairly,Summited
3520107144,Under 30,Female,Group of 2+,Under 5,9 to 16,Below avg.,Boots,30 to 35,24 to 28%,10 to 12,Somewhat,Summited
3542122152,Under 30,Male,Solo,11 to 20,9 to 16,Sig. above avg.,Boots,55 and up,24 to 28%,10 to 12,Fairly,Summited
3552786764,50 to 59,Female,Group of 2+,11 to 20,2 to 4,Average,Boots,35 to 40,24 to 28%,10 to 12,Somewhat,Not planned
3674452477,40 to 49,Male,Solo,51 to 100,Under 2,Below avg.,Trail runners,55 and up,24 to 28%,12 to 14,Fairly,Summited
3535670925,40 to 49,Male,Solo,6 to 10,9 to 16,Above avg.,Boots,50 to 55,24 to 28%,14 to 16,Minimally,Attempted
3556447166,30 to 39,Male,Group of 2+,Over 100,5 to 8,Average,Boots,55 and up,24 to 28%,10 to 12,Fairly,Summited
3528830117,Under 30,Male,Group of 2+,21 to 50,5 to 8,Above avg.,Trail runners,40 to 45,24 to 28%,12 to 14,Fairly,Summited
3522885501,60 and up,Female,Group of 2+,21 to 50,9 to 16,Above avg.,Trail runners,35 to 40,24 to 28%,12 to 14,Somewhat,Summited
3522837891,30 to 39,Female,Mix of group/solo,21 to 50,5 to 8,Average,Hiking shoes,45 to 50,28 to 32%,8 to 10,Fairly,Not planned
3526651817,Under 30,Male,Group of 2+,11 to 20,2 to 4,Below avg.,"Vibrams, sandals, none",45 to 50,28 to 32%,8 to 10,Fairly,Not planned
3570916344,30 to 39,Male,Group of 2+,21 to 50,9 to 16,Above avg.,Trail runners,45 to 50,28 to 32%,14 to 16,Minimally,Summited
3527396710,50 to 59,Male,Group of 2+,11 to 20,5 to 8,Above avg.,Boots,55 and up,28 to 32%,10 to 12,Very,Summited
3541904335,50 to 59,Male,Group of 2+,51 to 100,9 to 16,Above avg.,Boots,50 to 55,28 to 32%,12 to 14,Somewhat,Not planned
3561206330,30 to 39,Female,Group of 2+,11 to 20,5 to 8,Above avg.,Boots,35 to 40,28 to 32%,8 to 10,Very,Not planned
3525277316,30 to 39,Female,Group of 2+,21 to 50,9 to 16,Average,Boots,35 to 40,28 to 32%,12 to 14,Fairly,Summited
3519920398,30 to 39,Male,Solo,21 to 50,Over 16,Sig. above avg.,Boots,55 and up,28 to 32%,12 to 14,Somewhat,Summited
3519974761,30 to 39,Female,Group of 2+,11 to 20,Under 2,Below avg.,Boots,35 to 40,28 to 32%,12 to 14,Very,Attempted
3521827621,50 to 59,Female,Group of 2+,21 to 50,Under 2,Below avg.,Boots,40 to 45,28 to 32%,8 to 10,Fairly,Summited
3522752579,30 to 39,Female,Group of 2+,Over 100,5 to 8,Average,Hiking shoes,45 to 50,28 to 32%,10 to 12,Somewhat,Summited
3521721107,50 to 59,Female,Group of 2+,11 to 20,5 to 8,Average,Trail runners,45 to 50,28 to 32%,10 to 12,Fairly,Summited
3521661165,30 to 39,Male,Group of 2+,11 to 20,5 to 8,Above avg.,Trail runners,45 to 50,28 to 32%,20 and up,Minimally,Summited
3543770681,Under 30,Female,Group of 2+,Under 5,2 to 4,Average,Boots,40 to 45,28 to 32%,Under 8,Very,Attempted
3528583103,50 to 59,Female,Group of 2+,11 to 20,2 to 4,Above avg.,Boots,40 to 45,28 to 32%,10 to 12,Minimally,Summited
3530601590,Under 30,Male,Group of 2+,Over 100,Under 2,Decline to state,Hiking shoes,45 to 50,28 to 32%,12 to 14,Somewhat,Summited
3530303878,30 to 39,Female,Group of 2+,21 to 50,5 to 8,Average,Boots,40 to 45,28 to 32%,14 to 16,Very,Attempted
3551270550,30 to 39,Female,Solo,11 to 20,9 to 16,Above avg.,Boots,35 to 40,28 to 32%,14 to 16,Somewhat,Summited
3519933386,Under 30,Female,Solo,21 to 50,Over 16,Sig. above avg.,Trail runners,35 to 40,28 to 32%,14 to 16,Somewhat,Attempted
